"Location","Compl.Score","Quests.Stars","Infects.Score","Overall.Score","Spends.Score","Images.Score","Values.Payment","Deaths.Score","Timely.Score","Median.Income","Percent.Population.Obese"
"KOSCIUSKO IN",1.55333333333333,3,0.0855,3,0.98,7.68,19147.5,12.1,52,50859,29.608
"LACKAWANNA PA",16.8548484848485,2.66666666666667,0.668954545454545,1.66666666666667,1.10666666666667,9.2375,20436.3333333333,13.8333333333333,64.5,46044,26.242
"LAFAYETTE MS",13.0136363636364,3,0.890125,4,0.96,6.96,18954,11.8,68.3333333333333,43328,31.578
"LAKE FL",15.3975757575758,2.66666666666667,0.844545454545454,2.33333333333333,1.00666666666667,6.9625,20034,11.5333333333333,49,45035,26.393
"LAKE IL",11.9023214285714,3.2,0.802878787878788,4,1.006,11.3481481481481,20789.25,10.45,48.25,77469,24.905
"LAKE IN",11.878125,3.44444444444444,0.677673076923077,3.44444444444444,1.06222222222222,11.369387755102,20073.1875,10.9222222222222,97,49035,33.208
"LAMAR TX",18.1227272727273,3,0.681428571428571,3,1.04,3.65,20791,12.4,100,40104,28.104
"LANCASTER PA",11.9068292682927,3,0.541814814814815,3.25,0.9875,11.05,19083.8571428571,11.4,54,56483,27.633
"LANCASTER SC",2.38,3,0.5682,2,0.95,4.15,18345.5,13.8,55.3333333333333,42217,31.316
"LANE OR",12.3357142857143,2.75,0.348777777777778,2.8,0.856666666666667,4.4,16533.8333333333,14.275,54.1666666666667,42931,26.333
"LAPEER MI",11.8990909090909,2,0.585714285714286,3,0.93,10.75,21606,9.6,45,52939,30.788
"LARIMER CO",10.530625,4,0.6346,3.66666666666667,0.9425,10.2904761904762,18820.3333333333,13.8333333333333,58,58626,17.172
"LAUDERDALE MS",12.2167857142857,3,0.772117647058824,2.5,1.10333333333333,13.1666666666667,19589.25,11.7,94,36203,33.14
"LAUREL KY",16.0754545454545,3,0.572833333333333,3,0.92,11.2333333333333,18880.5,11.2,46.5,36570,33.301
"LAURENS GA",15.2854545454545,4,0.593571428571429,4,0.94,3.24,19720,14.3,51.5,34793,32.539
"LAWRENCE PA",8.73166666666667,2.5,0.612888888888889,3,1.025,12.4444444444444,18925.3333333333,11.3,50.75,43546,29.137
"LEE AL",15.5,4,0.779625,4,0.9,12.7,17940.5,12.1,49,43542,29.396
"LEE FL",10.8240476190476,2.25,0.745037037037037,2,1.0375,12.7473684210526,20342.5,11.55,50.4444444444444,47439,24.618
"LEE IA",1.94411764705882,4,0.591,3,0.89,12.2666666666667,18017.75,12.85,51,42469,30.142
"LEE NC",16.329,3,0.182166666666667,2,0.92,1.98,18880,11.8,43.3333333333333,44819,28.12
"LEFLORE MS",15.3254545454545,2,0.233333333333333,2,1.02,12.04,18542.5,13,50.5,24480,39.572
"LEHIGH PA",11.5789361702128,3.8,0.709086956521739,3.2,0.966,11.0190476190476,18933.5,11,55,54923,26.984
"LENAWEE MI",2.42909090909091,3,0.240571428571429,3,0.94,5.7,17575.3333333333,12.75,67.3333333333333,47766,30.476
"LENOIR NC",16.0136363636364,3,1.48571428571429,2,0.98,9.025,17695,12.5,51.5,35770,33.389
"LEON FL",13.9831818181818,3,0.8020625,2.5,1.025,5.65,19553.5,12.9,53,46369,25.936
"LEWIS WA",14.3472727272727,3,0.447,3,0.89,9.26,17874.5,13.9,52.8,42860,32.415
"LICKING OH",13.402,3,0.191428571428571,3,0.97,9.48333333333333,17744,15.5,52,55114,29.443
"LINCOLN NC",13.9781818181818,4,0.375142857142857,4,1,11.9666666666667,18390,12.2,47,48940,27.129
"LINCOLN NE",13.1081818181818,3,0.725,3,0.94,13,20015.5,14.4,54,48158,30.86
"LITCHFIELD CT",8.64190476190476,3,0.816333333333333,2.5,0.985,7.35555555555556,19253,13.9,52.6,71338,21.034
"LOGAN OH",2.554,4,1.31366666666667,3,1.07,6.275,19748.5,13.2,50,47542,29.828
"LORAIN OH",13.6913043478261,3.33333333333333,0.710428571428571,3.33333333333333,1.055,8.46428571428571,19573,10.4666666666667,51.5,51816,29.167
"LOS ANGELES CA",10.1275310344828,2.29166666666667,0.82175,2.93243243243243,1.06324675324675,6.69954751131222,20761.7118644068,10.1938461538462,51.5051546391753,55909,20.606
"LOUDOUN VA",14.0945454545455,3,0.555428571428571,3,0.96,9.23333333333333,17898,12.3,54.5,122238,22.428
"LOWNDES MS",13.5890909090909,3,0.19025,3,0.99,13.92,20247.5,12.6,67,37868,33.91
"LUCAS OH",12.9283908045977,3,0.578345454545454,3.375,1.025,7.7,20296.25,10.525,52.6363636363636,41556,30.774
"LUZERNE PA",15.6527272727273,3,0.952904761904762,3,1.09333333333333,10.7277777777778,20513.8333333333,11.8666666666667,54.6666666666667,44402,28.14
"LYCOMING PA",14.1136363636364,4,0.459,4,0.99,9.56363636363636,16401.25,12.4333333333333,51,45430,28.438
"MACOMB MI",13.0462162162162,2,0.561434782608696,2,1.01333333333333,11.6529411764706,20335.5,11.4,54.75,53451,29.331
"MACON IL",14.6777272727273,3,0.645785714285714,2.5,0.97,11.65,18456.25,10.75,100,46559,29.585
"MADERA CA",2.245,2,0.0335,2,0.94,4.7,17479.5,14,77,45625,25.685
"MADISON IL",10.5979545454545,3.4,0.32808,3,0.965,9.012,19417.1111111111,12.92,51.1111111111111,53633,29.497
"MADISON IN",14.5386363636364,3.5,0.680066666666667,3.66666666666667,1.02,11.28,18888.8,10.9333333333333,49.625,43120,32.071
"MADISON KY",12.2618181818182,3.5,0.3742,3.5,0.98,5.93636363636364,18444,11.75,46.6666666666667,42312,29.267
"MADISON TN",15.8068181818182,3,0.4052,3,1.045,7.45454545454546,18737.75,12.1,53,41617,33.114
"MAHONING OH",7.83833333333333,3,0.48404,2.5,1.04,9.7,20239.6666666667,12.0666666666667,50.4,41058,29.094
"MANASSAS CITY VA",14.4081818181818,2,0.778142857142857,2,1.02,11.38,19900.5,14.5,50,71036,27.378
"MANITOWOC WI",1.87894736842105,3.5,0.844666666666667,4,0.94,4.5125,18944,12.25,45.3333333333333,48881,29.756
"MARATHON WI",14.4763636363636,3.5,0.615214285714286,3,0.935,7.6375,19853.5,12.75,100,53363,27.546
"MARICOPA AZ",11.2754952076677,3.03125,0.701091370558376,3.22222222222222,0.9675,6.35754716981132,20631.8125,11.168,50.3125,53596,22.2
"MARINETTE WI",2.147,3,0.55175,4,0.91,10.3,18805.5,11.6,50,40490,29.952
"MARION IL",2.498,4,0.2434,3.5,0.96,11.4625,17400,11.4,52,41010,29.929
"MARION IN",13.2788043478261,3.375,0.910309090909091,3.5,0.992222222222222,11.6809523809524,19403.6428571429,12.2,47.8333333333333,42334,29.691
"MARION MO",13.1172727272727,3,0.48325,3,0.92,11.4,18385,11.6,93,42046,30.451
"MARION OH",13.5490909090909,3,0.26025,3,0.97,9.35,19690,11.2,52,42572,31.079
"MARION OR",6.34586206896552,3.33333333333333,0.579454545454545,3,0.893333333333333,7.70833333333333,18263.5,12.55,51.4285714285714,46885,30.32
"MARION SC",1.185,2,0.0623333333333333,2,0.86,2.3,16205.5,12.2,52,29149,36.462
"MARION WV",2.42555555555556,2,0.692,2,0.96,19.26,19631,13.5,55.5,42152,31.176
"MARQUETTE MI",14.7616666666667,4,0.664142857142857,3.5,1.02,11.5,17377.3333333333,14.1,46.3333333333333,45622,28.744
"MARSHALL AL",18.35,3,0.720428571428571,3,0.98,13.45,19773.5,15.5,55.5,39526,30.214
"MARSHALL IN",1.57333333333333,3.5,0.8025,3,0.98,4.75,17975,11.95,55,45709,28.993
"MARSHALL WV",1.41625,4,1.414,3,0.99,5.18,18573,12.3,51.5,40681,30.823
"MARTIN FL",10.67,2,0.76725,2,1.05,10.5666666666667,20731,13,49,49846,20.417
"MASON KY",12.3527272727273,3,1.0705,3,0.96,17.12,21285,12.7,52,41137,30.132
"MATAGORDA TX",1.17125,3,0.69,3,1.08,4.23333333333333,21292.5,12.5,51.5,43096,29.37
"MAUI HI",18.024,3,0.837428571428571,3,0.86,2.7,17743,14,58,63512,22.062
"MAURY TN",10.2336363636364,4,0.523428571428571,4,0.98,10.9833333333333,19001.5,12.5,47,45336,32.101
"MCCRACKEN KY",15.1095454545455,3,0.9755,2.5,0.99,12.9666666666667,19230.75,15,66.3333333333333,44898,29.43
"MCHENRY IL",11.8271428571429,3,0.780461538461538,4,1.025,8.5625,19552.8,11.6333333333333,50.4,76145,26.247
"MCKEAN PA",2.079375,3.5,0.264666666666667,3.5,0.96,17.8909090909091,17354.6666666667,11.6,53.8,41834,29.262
"MCLEAN IL",14.8795454545455,4,0.659142857142857,3.5,0.93,11.9833333333333,18114.5,15.75,100,62089,28.025
"MCLENNAN TX",15.2959090909091,3,0.643266666666667,2,1.015,11.3666666666667,19463,11.6,86,41922,29.001
"MCMINN TN",2.365,3,0.0533333333333333,3,1.03,13.6166666666667,18471,12.4,49.8,39410,32.108
"MECKLENBURG NC",12.2290769230769,3,0.81963829787234,3.33333333333333,0.963333333333333,9.72727272727273,18414.9166666667,12.3333333333333,48.5,55444,24.207
"MERCED CA",8.625,3,0.511,2.5,0.89,5.2,18145.3333333333,13.55,63.6666666666667,42591,28.839
"MERCER NJ",15.0424390243902,2.25,0.792814814814815,1.5,1.085,5.98823529411765,21152.75,11.05,53.75,73480,23.616
"MERCER OH",2.235,4,0.1775,4,1.09,4.3,18537.5,9.9,52,52535,27.908
"MERCER PA",1.94823529411765,2.66666666666667,0.3028125,3,0.985,13.79375,18829.6,11.8666666666667,56.8333333333333,44301,30.068
"MERCER WV",14.6718181818182,3.5,0.8395,2,0.97,16.6090909090909,18731.75,12.25,53.5,34842,31.403
"MERRIMACK NH",13.2858333333333,3.5,0.3282,3,0.99,4.73333333333333,19126.4,13.7,53.25,65353,25.385
"MESA CO",8.13190476190476,3.5,0.438153846153846,3,0.955,10.4222222222222,17244,13.3,73,49471,21.02
"MIAMI-DADE FL",9.77333333333333,2.76470588235294,0.942658536585366,2.70588235294118,1.04944444444444,6.21764705882353,20561.6666666667,10.8235294117647,49.2142857142857,43100,20.633
"MIAMI OH",14.8954545454545,3,0.304428571428571,3,1.01,7.73333333333333,19608.5,13.4,57.3333333333333,52040,29.42
"MIDDLESEX CT",12.765,4,0.742142857142857,3,0.99,13.42,19496,13,55.3333333333333,76994,22.39
"MIDDLESEX MA",11.0305128205128,3.18181818181818,0.649042253521127,3.18181818181818,1.00636363636364,7.6051724137931,20035.3636363636,10.8272727272727,54.1428571428571,82090,21.771
"MIDDLESEX NJ",15.9090909090909,2.8,0.821641025641026,2.2,1.088,6.28076923076923,22345,12.38,52,79596,23.056
"MIFFLIN PA",2.434,2,0.716666666666667,3,1,9.7,19074,9,67.6666666666667,40384,29.325
"MILWAUKEE WI",11.206404494382,3.77777777777778,0.595071428571429,3.66666666666667,0.947777777777778,10.69,19794.0769230769,11.7857142857143,49.5,43193,30.17
"MOBILE AL",16.3725581395349,3.5,0.873666666666667,2.25,0.97,17.6666666666667,19812.6666666667,12.2,96,43028,32.652
"MOHAVE AZ",12.3179069767442,2.75,0.691391304347826,2.25,0.9,12.4428571428571,18606.5,12.625,54.5,39200,25.908
"MONMOUTH NJ",14.6223636363636,2.8,0.972078947368421,3.4,1.07,4.975,22229,11.2,55.1666666666667,84526,21.257
"MONONGALIA WV",14.8813636363636,3,0.6135625,2.5,1.02,11.7,20510.75,12.15,91,44173,27.548
"MONROE FL",3.0025,3.66666666666667,0.823857142857143,2.66666666666667,0.96,6.35833333333333,19557.25,12.0666666666667,51.25,53607,20.969
"MONROE IN",13.9472727272727,3,0.593285714285714,4,1.03,8.94,20392,12.8,53.5,40052,24.348
"MONROE MI",11.6345454545455,3,0.632714285714286,3,0.99,9.1,20176,11.2,51.5,53972,31.382
"MONROE NY",14.14,3.25,0.74175,3.5,0.925,7.39444444444444,18062.875,11.675,53.5,52394,26.995
"MONROE PA",13.2245454545455,3,0.36425,4,0.99,15.3166666666667,19360,12.9,14,57408,27.329
"MONTEREY CA",8.28368421052632,3,0.713208333333333,3.5,0.9525,4.93684210526316,18927.4,11.95,59.5,59168,22.297
"MONTGOMERY AL",12.9132258064516,3.33333333333333,1.03683333333333,3.66666666666667,0.996666666666667,12.1285714285714,19818,11.8,69.5,44790,33.219
"MONTGOMERY NY",1.928,3,0.14725,3,0.93,5.05,19060.5,14.5,49,44156,26.753
"MONTGOMERY OH",11.9704918032787,3.33333333333333,0.570921052631579,3.8,1.045,10.1333333333333,20083.5,11.42,48,43401,30.158
"MONTGOMERY PA",11.2185714285714,3.25,0.86675,2.57142857142857,0.961,8.84117647058824,20376.4615384615,11.9142857142857,52.875,79183,23.235
"MONTGOMERY TN",12.8,3,0.393375,2,0.98,11.1666666666667,20370,15.4,45,49617,29.42
"MONTGOMERY TX",11.7086666666667,3.33333333333333,1.01929411764706,2.66666666666667,1.14,16.82,20992,13.15,50.25,67766,25.943
"MONTGOMERY VA",15.3472727272727,3.5,0.559076923076923,3,0.985,11.5909090909091,19274,12.35,56,45543,25.248
"MOORE NC",13.5118181818182,4,0.835285714285714,4,0.92,8.8,17418.5,9.5,66.6666666666667,49544,26.11
"MORGAN AL",20.335,3,0.44475,2,0.97,13.2166666666667,18348,12.4,45,44800,30.886
"MORRIS NJ",14.8963636363636,3,0.656,2.66666666666667,1.07666666666667,12.6833333333333,21724,11.9333333333333,51.5,98633,20.158
"MULTNOMAH OR",12.28328125,3.5,0.63104347826087,2.83333333333333,0.913333333333333,10.7724137931034,18714.6666666667,13.2333333333333,45.2857142857143,52511,22.036
"MUSCOGEE GA",12.2256666666667,3.33333333333333,1.053375,3.33333333333333,1.01,11.5181818181818,18906.5,12.1,82,41339,31.619
"MUSKOGEE OK",18.7627272727273,2,0.292142857142857,2,1.06,16.35,20151.5,11.1,55,38502,31.905
"NACOGDOCHES TX",17.9704761904762,3,0.524384615384615,3,1.09,8.85,18949.25,13.6,44.6666666666667,36777,29.086
"NAPA CA",12.7027272727273,3,0.769333333333333,3,0.92,8.21,20554,11.45,53,70443,22.327
"NASH NC",14.9390909090909,3,1.015,2,0.96,8.06666666666667,18504.5,11.2,49.75,43084,31.485
"NASSAU NY",12.7255238095238,2.3,0.911901408450704,1.9,1.046,10.8048780487805,21027.3,11.76,57.5,97690,21.112
"NAVAJO AZ",10.19375,4,0.114833333333333,4,0.845,16.45,19614.5,10.3,49.25,36927,28.863
"NELSON KY",14.4990909090909,3,0.43,4,0.91,11.22,20915,10.3,52.5,43833,29.632
"NEVADA CA",13.9008333333333,3.5,0.80175,3.5,0.92,9.83333333333333,17987.3333333333,11,55.5,57353,19.916
"NEW HAVEN CT",10.2963768115942,3.16666666666667,0.901463414634146,2.71428571428571,1.02142857142857,8.63448275862069,20386.3846153846,12.1,58.2,61996,25.183
"NEW LONDON CT",14.3877272727273,3,0.440857142857143,3.5,1.02,9.36666666666667,20257.5,11.1,55.2,66583,23.895
"NEW MADRID MO",13.6645454545455,4,0.656,4,0.95,12.0666666666667,18540,12.1,44,35793,31.13
"NEW YORK NY",11.4293396226415,2.3,0.728283783783784,2.7,0.975,9.82820512820513,19455.5294117647,9.8,47.5,69659,14.918
"NEWPORT RI",2.83,4,0.7655,4,0.99,11.2,20006.5,10.5,53.5,71713,20.276
"NEWTON GA",2.379,3,0.400833333333333,2,1,15,19358,16.9,58,50580,31.174
"NIAGARA NY",2.14,2.33333333333333,0.855294117647059,2.33333333333333,0.936666666666667,5.13571428571429,19274,11.9666666666667,46.125,47955,27.329
"NORFOLK CITY VA",15.9171875,3.33333333333333,0.821208333333333,3.33333333333333,0.97,10.4222222222222,18778.6666666667,10.9666666666667,73.75,44747,30.437
"NORFOLK MA",12.5257142857143,3,0.704730769230769,3.25,0.9925,8.44782608695652,20016,11.075,52.8333333333333,84916,19.214
"NORTHAMPTON VA",1.15375,3,0.9856,4,0.9,3.98,19758,11.4,54,33635,30.789
"NUECES TX",10.9034375,3,0.990555555555556,3.66666666666667,1.04333333333333,8.1875,19160.25,11.55,54,47057,29.179
"OAKLAND MI",11.3092307692308,2.88888888888889,0.686661971830986,2.77777777777778,1.02416666666667,9.09807692307692,19535.5555555556,10.7777777777778,50.5,65594,25.337
"OCEAN NJ",11.2260975609756,2.25,0.848464285714286,3,1.0875,5.58421052631579,22364.375,11.625,53.7142857142857,61136,26.024
"OCONEE SC",15.2245454545455,3,0.859166666666667,3,0.96,4.94,19909.5,12.9,50.3333333333333,41394,28.584
"OGEMAW MI",2.1,3,1.10666666666667,4,0.95,14.5833333333333,18478,14,52,34619,32.301
"OHIO WV",15.4533333333333,3,0.467,2,1.015,13.9,19879.25,13.45,55.3333333333333,41025,29.244
"OKALOOSA FL",11.5125806451613,3.33333333333333,0.394055555555556,3.33333333333333,0.966666666666667,7.77857142857143,19337.5,13.4,52.25,54684,25.653
"OKEECHOBEE FL",12.9981818181818,2,0.575333333333333,3,0.97,4.525,20670,8.3,62.6666666666667,34570,30.011
"OKLAHOMA OK",10.5825157232704,3.42857142857143,0.835671232876712,3.38461538461538,1.02176470588235,15.3338709677419,19063.2777777778,11.77,47.2222222222222,45215,28.386
"OLMSTED MN",7.07210526315789,4,0.584333333333333,4,0.9,4.1,18589,9.4,54.3333333333333,66252,25.307
"ONEIDA NY",11.0161290322581,2.66666666666667,0.862222222222222,1.66666666666667,0.996666666666667,5.4,18678.3333333333,13.9333333333333,50.5,48729,26.973
"ONEIDA WI",2.2825,3.5,0.976,3.5,0.855,8.56666666666667,17428.6666666667,12.85,52,45759,28.062
"ONONDAGA NY",17.9169696969697,3,1.0495,2,0.98,4.62857142857143,18891.6666666667,11.6,94,54242,26.658
"ONSLOW NC",13.6390909090909,3,0.385333333333333,3,0.92,2.66,19138.5,12.1,53,45450,28.438
"ONTARIO NY",2.13214285714286,3.33333333333333,0.856625,2.66666666666667,0.873333333333333,8.4,17919,12.6666666666667,55.5714285714286,56479,26.577
"ORANGE CA",9.65455882352941,2.38095238095238,0.708037313432836,2.95238095238095,1.065,8.64852941176471,20976.9393939394,11.9058823529412,52.0571428571429,75422,19.254
"ORANGE FL",14.2342424242424,2.66666666666667,0.661391304347826,2.66666666666667,1.02333333333333,5.94375,20521,11.3666666666667,100,47581,23.835
"ORANGE NY",8.688,3,0.801380952380952,2.75,1.01,7.3,20805,11.625,53,70458,24.885
"ORANGEBURG SC",17.4245454545455,3,1.45628571428571,2,0.98,8.26666666666667,17105,10.5,50,34110,39.148
"OSCEOLA FL",7.02923076923077,2,0.743888888888889,2,1.01,4.46666666666667,18977,11.5,55,43891,26.575
"OSWEGO NY",1.52666666666667,3,0.1474,3,1.01,4.72,19236.5,9.6,51,48051,28.391
"OTSEGO NY",10.6709523809524,3,0.5403,2,0.915,10.21,16804,13.3,71,47765,25.237
"OTTAWA MI",6.50862068965517,4,1.36357142857143,4,0.923333333333333,7.32142857142857,16475.5,12.0666666666667,52.3333333333333,56453,25.853
"OTTER TAIL MN",1.53333333333333,4,1.485,4,0.92,3.11666666666667,17065.3333333333,11.1,46.4,48961,27.589
"PALM BEACH FL",10.8996992481203,2.23076923076923,0.755282608695652,2.38461538461538,1.06538461538462,7.594,20600.44,11.8461538461538,58.9230769230769,52432,21.014
"PASCO FL",12.3568253968254,2.83333333333333,0.485634146341463,2.83333333333333,1.045,5.80952380952381,20107.4166666667,11.8833333333333,50,43888,26.55
"PASQUOTANK NC",14.2781818181818,3,0.980666666666667,3,0.91,11,18907,12.3,48.25,46053,32.553
"PASSAIC NJ",15.74,2,0.9035,1.5,1.065,10.1444444444444,22342.25,12.65,55,57654,24.008
"PAYNE OK",10.0482352941176,3.5,0.56175,3.5,0.97,11.84,18632,12.8,51.25,36812,28.596
"PENOBSCOT ME",15.6226086956522,4,0.529333333333333,3.25,1.005,7.1,17747.375,12.75,53.25,43734,28.799
"PERRY KY",14.0645454545455,3,0.795666666666667,2,0.94,17.36,18803.5,11.9,54,33528,35.646
"PETERSBURG CITY VA",13.0618181818182,3,0.399571428571429,2,1.02,14.05,20430.5,10.9,46.5,34424,36.221
"PETTIS MO",15.5472727272727,3,0.57,2,0.84,20.0833333333333,19118,9.9,56,38580,30.409
"PHELPS MO",14.4245454545455,4,0.3532,3,0.96,12.95,21323.5,13.6,51,41964,29.452
"PHILADELPHIA PA",13.2864233576642,2.84615384615385,0.750126315789474,2.53846153846154,1.03846153846154,9.89206349206349,20600.875,10.4833333333333,66.8888888888889,37192,29.297
"PICKAWAY OH",2.574,3,0.524,3,1.02,3.42,19856,12.7,54,54003,31.242
"PICKENS GA",12.5754545454545,3,0.5468,3,0.88,10.1333333333333,18607.5,13.5,48.5,51383,25.638
"PICKENS SC",8.96722222222222,3.5,0.989833333333333,3,1.025,9.22222222222222,18276,12.65,51.25,41788,27.587
"PIERCE WA",14.1332727272727,2.4,0.705147058823529,2.6,0.922,8.74583333333333,19085.1,12.2,56.4444444444444,59204,29.47
"PIKE KY",8.31055555555556,4,0.283818181818182,2.5,0.91,15.33,16956,11.45,60,32961,34.889
"PIKE MS",9.33125,4,0.477222222222222,2.5,0.93,9.55714285714286,15844.3333333333,12.25,44,34841,36.432
"PIMA AZ",14.8883544303797,2.71428571428571,0.903596153846154,2.71428571428571,0.951111111111111,5.27647058823529,19628.8571428571,12.4285714285714,36.3333333333333,45841,21.952
"PINAL AZ",6.11875,3.66666666666667,0.5776,3.25,0.91,5.47,18456.6666666667,11.95,50.8888888888889,50027,29.08
"PINELLAS FL",13.881376146789,2.9,0.636114285714286,2.7,1.076,7.0125,20654.45,12.39,50.1666666666667,45535,24.626
"PITTSBURG OK",14.8981818181818,2,0.3956,2,0.96,17.9166666666667,19549,13.7,53.5,41252,31.652
"PLACER CA",10.2193333333333,3,0.641047619047619,4,0.886666666666667,4.84444444444444,18357.75,14.05,53.5,72725,20.119
"PLATTE MO",12.9481818181818,3,0.537833333333333,3,0.97,10.56,18862.5,11.3,68.6666666666667,67721,28.926
"PLYMOUTH MA",15.2769696969697,2.66666666666667,0.624380952380952,2.66666666666667,1.01333333333333,9.41666666666667,20458.8333333333,9.8,57.1428571428571,75092,23.412
"POLK FL",9.76634615384615,2,0.681,2.2,1.016,7.44736842105263,19472.5555555556,12.14,52.5,43113,30.244
"POLK IA",9.27073170731707,3.25,0.89892,3.25,0.95,9.93888888888889,18258.5,13.2333333333333,53.5,59018,26.919
"POLK MO",1.32222222222222,3,0.9325,3,0.94,13.86,18917.5,11.4,64.3333333333333,39512,29.77
"PONTOTOC OK",9.7478947368421,3.5,0.3477,3,0.925,14.68,17332.6666666667,12.9,51,41881,33.141
"POPE AR",15.7636363636364,3,0.750142857142857,3,1.02,12.95,19723.5,12.6,52,40453,31.102
"PORTAGE OH",2.278,2,0.727125,3,0.96,9.6,20316.5,11.3,51.6666666666667,52697,28.06
"PORTAGE WI",2.353,4,1.16775,4,0.86,9.71666666666667,17909,10.9,55,50996,28.475
"POTTAWATOMIE OK",13.2490909090909,4,0.6926,2,0.96,14.5,18119.5,15.1,50.25,42764,33.114
"PRINCE EDWARD VA",1.65666666666667,4,0.3595,3,0.98,10.2833333333333,18168.5,12.4,53.6666666666667,37436,30.262
"PRINCE WILLIAM VA",9.09611111111111,3.5,0.3687,2.5,0.96,9.81,18963,12.5,60.2,98071,27.307
"PROVIDENCE RI",11.1852777777778,3.14285714285714,0.691978260869565,3,0.985714285714286,6.10967741935484,20009,11.8,58,49297,25.339
"PUEBLO CO",15.4281818181818,3,0.555866666666667,4,0.995,13.2083333333333,18699,11.2,97,41777,24.11
"PULASKI AR",11.3362337662338,3.125,0.754047619047619,2.625,0.99,10.9914285714286,19269.25,12.8428571428571,75.75,46013,29.153
"PULASKI VA",1.51555555555556,3,1.58625,3,0.98,2.9,18576,10.5,49,44312,28.768
"PUTNAM FL",15.2409090909091,2,0.725285714285714,2,1.07,5.58,20497,13,100,32497,31.09
"PUTNAM NY",14.3018181818182,4,1.90271428571429,3,0.99,10.125,21638.5,11.3,52,95117,25.97
"PUTNAM TN",12.5963636363636,3,0.875,3,0.99,10.1833333333333,18951.5,12.3,54,33709,29.836
"QUEENS NY",11.9355128205128,1.625,0.937135593220339,1.25,1.03,6.05,19062.875,12.2125,63.0909090909091,57001,22.261
"RACINE WI",13.6640909090909,3,0.625166666666667,3.5,0.945,9.00833333333333,20480,11.75,47.3333333333333,54090,29.142
"RALEIGH WV",15.0452380952381,1.5,0.733857142857143,2,0.96,10.1454545454545,19864.25,10.85,51.2,40758,32.158
"RAMSEY MN",14.2731818181818,3,0.779344827586207,3.25,0.95,7.63333333333333,19794.125,12.1,50.3333333333333,54247,24.633
"RANDOLPH MO",2.77888888888889,3,0.627,2,0.95,6.875,19400,12.8,49.5,37203,31.703
"RANDOLPH NC",11.8763636363636,3,0.175142857142857,4,0.93,10.7333333333333,19780.5,13.2,49.3333333333333,41208,28.491
"RANDOLPH WV",2.598,3,0.57125,3,0.85,12.4,18687.5,11.9,49.25,37276,31.169
"RENSSELAER NY",8.106,2.5,0.66575,2.5,0.96,5.73333333333333,18569,12.7,46.6,59432,25.918
"RICHLAND OH",13.625,3.5,0.199714285714286,3,0.99,9.42,18191.3333333333,13.9,42,41835,29.849
"RICHLAND SC",14.6369696969697,3.66666666666667,0.85804347826087,2.66666666666667,0.99,10.025,18949.3333333333,11.9666666666667,70,48359,29.945
"RICHMOND CITY VA",12.155625,3,1.12388888888889,3,0.955,6.86666666666667,20124,11.15,56,40496,28.431
"RICHMOND GA",13.3867441860465,2.75,0.965766666666667,2.25,0.99,8.085,19240.375,12.6,56.5,37749,32.268
"RICHMOND NY",19.1659090909091,2,0.969,1,1.025,4.6875,20151,12.15,100,72569,25.591
"RILEY KS",12.0635294117647,4,0.733,3,0.945,3.86,19121.5,12.3,54,43962,24.956
"RIVERSIDE CA",10.5313375796178,2.1875,0.806628571428571,2.4375,1.0125,8.25294117647059,20139.48,11.4384615384615,55.8076923076923,56529,25.165
"ROBERTSON TN",2.217,4,0.288,3,1.03,6.225,19238.5,11.1,52,52792,32.084
"ROCK ISLAND IL",7.91190476190476,2.5,0.6719,2.5,0.945,3.69,19310.5,13.5,50,48702,27.793
"ROCK WI",6.69806451612903,3.33333333333333,0.607352941176471,3.33333333333333,0.98,12.7538461538462,18384.6,13.0333333333333,62.5,49435,30.307
"ROCKDALE GA",17.4109090909091,2,0.8625,2,0.99,4.8,18845,10.5,51.5,52579,31.606
"ROCKINGHAM NC",1.2975,3,0.232666666666667,3,0.97,11.5166666666667,18140,12.8,50.5,38567,31.693
"ROCKINGHAM NH",15.1140625,3.33333333333333,0.579777777777778,3.33333333333333,1.01666666666667,8.35882352941177,19942.6666666667,11.2,7,77348,24.454
"ROCKLAND NY",12.8123076923077,2,0.651666666666667,2,1.065,9.0625,23119.75,11.9,53.3333333333333,84951,22.895
"ROSS OH",15.4409090909091,3,0.653857142857143,3,0.98,8.95,17924.5,11.7,59,43264,31.966
"ROWAN KY",14.5618181818182,3,0.5064,2,0.9,8.72,19899,13.4,51.5,35236,33.009
"RUTHERFORD NC",1.52666666666667,3,1.2888,3,0.96,9.45,18029.5,11.6,51.5,36334,27.695
"RUTHERFORD TN",11.8611111111111,3,0.661294117647059,3,1.13666666666667,3.37777777777778,18882.5,12.35,49.5,55401,30.716
"RUTLAND VT",13.6118181818182,4,0.328,3,0.94,9.06666666666667,17905,13.4,53,49271,25.785
"SACRAMENTO CA",12.7465060240964,2.875,0.784426229508197,2.875,0.8975,4.12307692307692,19731.4615384615,12.1857142857143,53.5833333333333,55064,25.781
"SAGINAW MI",13.2919230769231,3,0.604466666666667,2,0.973333333333333,14.5583333333333,19223.25,12.1,73.6666666666667,42331,35.681
"SALEM NJ",2.08833333333333,2.5,0.717428571428571,2.5,1.035,4.86666666666667,20498.5,11.25,52.5,59718,30.229
